station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
UTA,2011-04-25 18:35,-90.3467,34.6811,59.00,68.00,64.40,88.26,120.00,8.00,null,29.77,null,10.00,null,SCT,   ,   ,   ,4500.00,null,null,null,null,null,null,null,null,null,null,68.00,KUTA 251835Z AUTO 12008KT 10SM SCT045 20/18 A2977 RMK AO2,null
UOX,2011-04-25 18:35,-89.5368,34.3843,137.80,80.60,62.60,54.30,170.00,9.00,null,29.82,null,10.00,18.00,   ,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,81.84,KUOX 251835Z AUTO 17009G18KT 10SM 27/17 A2982 RMK AO2,null
1R7,2011-04-25 18:35,-90.4093,31.6058,149.00,84.20,62.60,48.32,150.00,13.00,null,29.89,null,8.00,20.00,FEW,   ,   ,   ,4800.00,null,null,null,null,null,null,null,null,null,null,85.03,K1R7 251835Z AUTO 15013G20KT 8SM FEW048 29/17 A2989 RMK AO2,null
M16,2011-04-25 18:35,-90.4105,32.3045,75.30,84.20,64.40,51.47,170.00,11.00,null,29.84,null,10.00,21.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,85.71,KM16 251835Z AUTO 17011G21KT 020V020 10SM FEW050 29/18 A2984 RMK AO2,null
OLV,2011-04-25 18:45,-89.7869,34.9787,122.50,62.60,62.60,100.00,160.00,5.00,null,29.80,null,8.00,null,SCT,BKN,OVC,   ,900.00,3200.00,8000.00,null,null,null,null,null,null,null,null,62.60,KOLV 251845Z 16005KT 8SM SCT009 BKN032 OVC080 17/17 A2980,null
GTR,2011-04-25 18:50,-88.5914,33.4503,80.00,80.60,64.40,57.84,180.00,21.00,null,29.88,null,10.00,27.00,SCT,BKN,   ,   ,4900.00,5500.00,null,null,null,null,null,null,null,null,null,82.27,KGTR 251850Z 18021G27KT 10SM SCT049 BKN055 27/18 A2988,null
MCB,2011-04-25 18:53,-90.4700,31.1800,126.00,86.00,61.00,43.07,180.00,16.00,null,29.87,1010.70,10.00,27.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,27.00,160.00,2011-04-25 18:46,86.11,KMCB 251853Z AUTO 18016G27KT 10SM FEW050 30/16 A2987 RMK AO2 PK WND 16027/1846 LTG DSNT SE SLP107 T03000161,null
GLH,2011-04-25 18:53,-90.9856,33.4829,40.00,82.00,63.00,52.47,170.00,23.00,null,29.73,1007.10,10.00,33.00,FEW,   ,   ,   ,4600.00,null,null,null,null,null,null,null,36.00,180.00,2011-04-25 18:28,83.19,KGLH 251853Z 17023G33KT 10SM FEW046 28/17 A2973 RMK AO2 PK WND 18036/1828 SLP071 T02780172,null
TUP,2011-04-25 18:53,-88.7711,34.2608,110.00,81.00,65.00,58.25,190.00,16.00,null,29.84,1010.00,10.00,22.00,BKN,BKN,   ,   ,3900.00,4800.00,null,null,null,null,null,null,null,null,null,82.76,KTUP 251853Z 19016G22KT 10SM BKN039 BKN048 27/18 A2984 RMK AO2 SLP100 T02720183,null
GWO,2011-04-25 18:53,-90.0847,33.4943,47.00,83.00,65.00,54.63,180.00,23.00,null,29.79,1008.40,10.00,27.00,SCT,   ,   ,   ,4500.00,null,null,null,null,null,null,null,27.00,190.00,2011-04-25 18:53,84.70,KGWO 251853Z AUTO 18023G27KT 10SM SCT045 28/18 A2979 RMK AO2 PK WND 19027/1853 SLP084 T02830183,null
HKS,2011-04-25 18:53,-90.2225,32.3348,104.00,84.00,62.00,47.68,170.00,18.00,null,29.83,1009.30,10.00,27.00,FEW,   ,   ,   ,5500.00,null,null,null,null,null,null,null,27.00,160.00,2011-04-25 18:50,84.68,KHKS 251853Z 17018G27KT 10SM FEW055 29/17 A2983 RMK AO2 PK WND 16027/1850 PRESFR SLP093 T02890167,null
HBG,2011-04-25 18:53,-89.2529,31.2649,46.00,85.00,64.00,49.66,180.00,17.00,null,29.90,1012.20,10.00,26.00,SCT,SCT,   ,   ,4800.00,6000.00,null,null,null,null,null,null,26.00,170.00,2011-04-25 18:50,86.27,KHBG 251853Z AUTO 18017G26KT 10SM SCT048 SCT060 29/18 A2990 RMK AO2 PK WND 17026/1850 SLP122 T02940178 TSNO,null
GPT,2011-04-25 18:53,-89.0701,30.4073,9.00,79.00,73.00,82.06,160.00,15.00,0.27,29.94,1013.70,10.00,20.00,FEW,BKN,   ,   ,800.00,1700.00,null,null,null,null,null,null,null,null,null,82.31,KGPT 251853Z 16015G20KT 10SM FEW008 BKN017 26/23 A2994 RMK AO2 RAB11E43 SLP137 VIS NW-NE 2 VCSH P0027 T02610228,null
PQL,2011-04-25 18:53,-88.5319,30.4636,5.00,80.00,70.00,71.39,150.00,12.00,null,29.96,1014.50,10.00,17.00,SCT,BKN,BKN,   ,2400.00,3300.00,5000.00,null,null,null,null,null,null,null,null,83.22,KPQL 251853Z 15012G17KT 10SM SCT024 BKN033 BKN050 27/21 A2996 RMK AO2 SLP145 T02670211,null
JAN,2011-04-25 18:54,-90.0800,32.3200,101.00,85.00,61.00,44.59,170.00,14.00,null,29.84,1010.00,10.00,23.00,BKN,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,85.13,KJAN 251854Z 17014G23KT 10SM BKN050TCU 29/16 A2984 RMK AO2 SLP100 TCU ALQDS T02940161,null
HSA,2011-04-25 18:55,-89.4546,30.3678,7.00,84.20,75.20,74.44,160.00,15.00,null,29.92,null,7.00,23.00,SCT,BKN,BKN,   ,2700.00,3500.00,6500.00,null,null,null,null,null,null,null,null,92.45,KHSA 251855Z 16015G23KT 7SM SCT027 BKN035 BKN065 29/24 A2992,null
CRX,2011-04-25 18:55,-88.6035,34.9150,129.00,80.60,64.40,57.84,150.00,17.00,null,29.83,null,10.00,24.00,FEW,   ,   ,   ,3700.00,null,null,null,null,null,null,null,null,null,null,82.27,KCRX 251855Z AUTO 15017G24KT 10SM FEW037 27/18 A2983 RMK AO2 LTG DSNT W-N,null
M16,2011-04-25 18:55,-90.4105,32.3045,75.30,84.20,62.60,48.32,180.00,14.00,null,29.82,null,10.00,23.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,85.03,KM16 251855Z AUTO 18014G23KT 10SM FEW050 29/17 A2982 RMK AO2,null
UOX,2011-04-25 18:55,-89.5368,34.3843,137.80,80.60,64.40,57.84,190.00,5.00,null,29.81,null,10.00,21.00,FEW,SCT,   ,   ,3900.00,4900.00,null,null,null,null,null,null,null,null,null,82.27,KUOX 251855Z AUTO 19005G21KT 10SM FEW039 SCT049 27/18 A2981 RMK AO2,null
MYT,2011-04-25 18:55,-89.6150,28.2206,0.00,78.80,71.60,78.62,180.00,11.00,null,29.90,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,81.70,KMYT 251855Z AUTO 18011KT 2SM HZ CLR 26/22 A2990 RMK A01,null
BIX,2011-04-25 18:55,-88.9244,30.4104,10.00,83.66,73.22,70.88,150.00,10.00,null,29.95,1014.20,10.00,null,SCT,SCT,BKN,   ,1600.00,2600.00,15000.00,null,null,null,null,null,null,null,null,90.02,KBIX 251855Z 15010KT 10SM SCT016 SCT026 BKN150 29/23 A2995 RMK AO2A SLP142 T02870229,null
PIB,2011-04-25 18:55,-89.3371,31.4671,91.00,84.20,62.60,48.32,190.00,13.00,null,29.91,null,10.00,21.00,FEW,SCT,BKN,   ,4900.00,6000.00,7000.00,null,null,null,null,null,null,null,null,85.03,KPIB 251855Z AUTO 19013G21KT 10SM FEW049 SCT060 BKN070 29/17 A2991 RMK AO1,null
CKM,2011-04-25 18:55,-90.5123,34.2997,52.70,77.00,64.40,65.12,160.00,19.00,null,29.75,null,10.00,25.00,BKN,BKN,OVC,   ,4200.00,5000.00,9500.00,null,null,null,null,null,null,null,null,77.00,KCKM 251855Z AUTO 16019G25KT 10SM BKN042 BKN050 OVC095 25/18 A2975 RMK AO1,null
DLP,2011-04-25 18:55,-89.5472,29.1214,0.00,82.40,73.40,74.28,150.00,12.00,null,29.92,null,9.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 251855Z AUTO 15012KT 9SM CLR 28/23 A2992 RMK A01,null
CBM,2011-04-25 18:55,-88.4438,33.6438,67.00,82.76,63.86,52.91,180.00,15.00,null,29.87,1011.40,10.00,22.00,FEW,   ,   ,   ,19000.00,null,null,null,null,null,null,null,null,null,null,84.14,KCBM 251855Z AUTO 18015G22KT 10SM FEW190 28/18 A2987 RMK AO2 CLDS LWR RWY31C SLP114 T02820177 $,null
HEZ,2011-04-25 18:55,-91.2973,31.6137,83.00,84.20,62.60,48.32,170.00,15.00,null,29.81,null,10.00,26.00,FEW,   ,   ,   ,5500.00,null,null,null,null,null,null,null,null,null,null,85.03,KHEZ 251855Z AUTO 17015G26KT 10SM FEW055 29/17 A2981 RMK AO1,null
UTA,2011-04-25 18:55,-90.3467,34.6811,59.00,69.80,66.20,88.34,140.00,9.00,null,29.76,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,69.80,KUTA 251855Z AUTO 14009KT 10SM CLR 21/19 A2976 RMK AO2,null
1R7,2011-04-25 18:55,-90.4093,31.6058,149.00,84.20,62.60,48.32,170.00,16.00,null,29.87,null,9.00,21.00,FEW,   ,   ,   ,4800.00,null,null,null,null,null,null,null,null,null,null,85.03,K1R7 251855Z AUTO 17016G21KT 9SM FEW048 29/17 A2987 RMK AO2,null
MIS,2011-04-25 18:55,-88.8420,29.2960,32.00,84.20,73.40,70.08,220.00,8.00,null,29.95,null,3.00,null,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,90.94,KMIS 251855Z AUTO 22008KT 3SM HZ 29/23 A2995 RMK A01,null
NMM,2011-04-25 18:56,-88.5556,32.5521,97.00,84.00,62.00,47.68,160.00,7.00,null,29.90,1013.00,10.00,15.00,FEW,BKN,   ,   ,4600.00,25000.00,null,null,null,null,null,null,null,null,null,84.68,KNMM 251856Z 16007G15KT 10SM FEW046 BKN250 29/17 A2990 RMK AO2 SLP130 T02890167,null
MEI,2011-04-25 18:58,-88.7511,32.3347,94.00,84.00,64.00,51.12,180.00,12.00,null,29.89,1011.80,10.00,25.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.40,KMEI 251858Z 18012G25KT 10SM CLR 29/18 A2989 RMK AO2 SLP118 T02890178,null
PQL,2011-04-25 19:02,-88.5319,30.4636,5.00,78.80,69.80,73.95,140.00,13.00,null,29.95,null,10.00,null,SCT,BKN,BKN,   ,2300.00,2800.00,3300.00,null,null,null,null,null,null,null,null,81.39,KPQL 251902Z 14013KT 10SM SCT023 BKN028 BKN033 26/21 A2995 RMK AO2,null
GPT,2011-04-25 19:11,-89.0701,30.4073,9.00,80.60,71.60,74.11,150.00,12.00,null,29.93,null,10.00,21.00,FEW,SCT,   ,   ,1700.00,6500.00,null,null,null,null,null,null,null,null,null,84.57,KGPT 251911Z 15012G21KT 10SM FEW017 SCT065 27/22 A2993 RMK AO2,null
CKM,2011-04-25 19:15,-90.5123,34.2997,52.70,80.60,64.40,57.84,170.00,21.00,null,29.75,null,10.00,29.00,BKN,BKN,BKN,   ,4800.00,6000.00,10000.00,null,null,null,null,null,null,null,null,82.27,KCKM 251915Z AUTO 17021G29KT 10SM BKN048 BKN060 BKN100 27/18 A2975 RMK AO1,null
DLP,2011-04-25 19:15,-89.5472,29.1214,0.00,82.40,73.40,74.28,140.00,11.00,null,29.91,null,9.00,16.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 251915Z AUTO 14011G16KT 9SM CLR 28/23 A2991 RMK A01,null
MYT,2011-04-25 19:15,-89.6150,28.2206,0.00,78.80,71.60,78.62,170.00,11.00,null,29.90,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,81.70,KMYT 251915Z AUTO 17011KT 2SM HZ CLR 26/22 A2990 RMK A01,null
UTA,2011-04-25 19:15,-90.3467,34.6811,59.00,73.40,66.20,78.19,140.00,11.00,null,29.75,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KUTA 251915Z AUTO 14011KT 10SM CLR 23/19 A2975 RMK AO2,null
MIS,2011-04-25 19:15,-88.8420,29.2960,32.00,82.40,73.40,74.28,220.00,10.00,null,29.94,null,3.00,null,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,88.26,KMIS 251915Z AUTO 22010KT 3SM HZ 28/23 A2994 RMK A01,null
PIB,2011-04-25 19:15,-89.3371,31.4671,91.00,86.00,62.60,45.61,180.00,10.00,null,29.90,null,10.00,20.00,BKN,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,86.72,KPIB 251915Z AUTO 18010G20KT 10SM BKN050 30/17 A2990 RMK AO1,null
CRX,2011-04-25 19:15,-88.6035,34.9150,129.00,78.80,64.40,61.36,160.00,18.00,null,29.82,null,10.00,22.00,SCT,SCT,   ,   ,3800.00,4500.00,null,null,null,null,null,null,null,null,null,80.56,KCRX 251915Z AUTO 16018G22KT 10SM SCT038 SCT045 26/18 A2982 RMK AO2 LTG DSNT NW,null
HEZ,2011-04-25 19:15,-91.2973,31.6137,83.00,84.20,62.60,48.32,170.00,14.00,null,29.79,null,10.00,23.00,SCT,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,85.03,KHEZ 251915Z AUTO 17014G23KT 10SM SCT065 29/17 A2979 RMK AO1,null
M16,2011-04-25 19:15,-90.4105,32.3045,75.30,84.20,62.60,48.32,180.00,12.00,null,29.80,null,10.00,23.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.03,KM16 251915Z AUTO 18012G23KT 10SM CLR 29/17 A2980 RMK AO2,null
1R7,2011-04-25 19:15,-90.4093,31.6058,149.00,84.20,64.40,51.47,170.00,18.00,null,29.85,null,7.00,24.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.71,K1R7 251915Z AUTO 17018G24KT 7SM CLR 29/18 A2985 RMK AO2,null
UOX,2011-04-25 19:15,-89.5368,34.3843,137.80,80.60,62.60,54.30,160.00,5.00,null,29.80,null,10.00,19.00,FEW,SCT,   ,   ,3900.00,4900.00,null,null,null,null,null,null,null,null,null,81.84,KUOX 251915Z AUTO 16005G19KT 10SM FEW039 SCT049 27/17 A2980 RMK AO2,null
UTA,2011-04-25 19:35,-90.3467,34.6811,59.00,77.00,68.00,73.78,150.00,13.00,null,29.74,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,77.00,KUTA 251935Z AUTO 15013KT 10SM CLR 25/20 A2974 RMK AO2,null
M16,2011-04-25 19:35,-90.4105,32.3045,75.30,84.20,62.60,48.32,170.00,14.00,null,29.79,null,7.00,23.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,85.03,KM16 251935Z AUTO 17014G23KT 7SM FEW050 29/17 A2979 RMK AO2,null
1R7,2011-04-25 19:35,-90.4093,31.6058,149.00,84.20,62.60,48.32,170.00,14.00,null,29.83,null,7.00,22.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.03,K1R7 251935Z AUTO 17014G22KT 7SM CLR 29/17 A2983 RMK AO2,null
PIB,2011-04-25 19:35,-89.3371,31.4671,91.00,86.00,62.60,45.61,160.00,15.00,null,29.89,null,10.00,24.00,BKN,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,86.72,KPIB 251935Z AUTO 16015G24KT 10SM BKN050 30/17 A2989 RMK AO1,null
UOX,2011-04-25 19:35,-89.5368,34.3843,137.80,80.60,62.60,54.30,190.00,10.00,null,29.80,null,10.00,19.00,FEW,FEW,   ,   ,3900.00,4900.00,null,null,null,null,null,null,null,null,null,81.84,KUOX 251935Z AUTO 19010G19KT 10SM FEW039 FEW049 27/17 A2980 RMK AO2,null
HEZ,2011-04-25 19:35,-91.2973,31.6137,83.00,84.20,62.60,48.32,180.00,17.00,null,29.78,null,10.00,23.00,BKN,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,85.03,KHEZ 251935Z AUTO 18017G23KT 10SM BKN065 29/17 A2978 RMK AO1,null
MYT,2011-04-25 19:35,-89.6150,28.2206,0.00,78.80,71.60,78.62,180.00,10.00,null,29.90,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,81.70,KMYT 251935Z AUTO 18010KT 2SM HZ CLR 26/22 A2990 RMK A01,null
DLP,2011-04-25 19:35,-89.5472,29.1214,0.00,82.40,73.40,74.28,150.00,12.00,null,29.91,null,9.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 251935Z AUTO 15012KT 9SM CLR 28/23 A2991 RMK A01,null
CRX,2011-04-25 19:35,-88.6035,34.9150,129.00,78.80,64.40,61.36,160.00,14.00,null,29.81,null,10.00,21.00,BKN,BKN,   ,   ,3900.00,4800.00,null,null,null,null,null,null,null,null,null,80.56,KCRX 251935Z AUTO 16014G21KT 10SM BKN039 BKN048 26/18 A2981 RMK AO2,null
CKM,2011-04-25 19:35,-90.5123,34.2997,52.70,82.40,64.40,54.55,160.00,20.00,null,29.74,null,10.00,28.00,BKN,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,83.98,KCKM 251935Z AUTO 16020G28KT 10SM BKN050 28/18 A2974 RMK AO1,null
MIS,2011-04-25 19:35,-88.8420,29.2960,32.00,82.40,73.40,74.28,220.00,9.00,null,29.93,null,3.00,null,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,88.26,KMIS 251935Z AUTO 22009KT 3SM HZ 28/23 A2993 RMK A01,null
OLV,2011-04-25 19:45,-89.7869,34.9787,122.50,69.80,69.80,100.00,180.00,8.00,null,29.77,null,9.00,null,SCT,OVC,   ,   ,4000.00,15000.00,null,null,null,null,null,null,null,null,null,69.80,KOLV 251945Z 18008KT 9SM SCT040 OVC150 21/21 A2977,null
GTR,2011-04-25 19:50,-88.5914,33.4503,80.00,82.40,64.40,54.55,170.00,18.00,null,29.93,null,10.00,23.00,SCT,SCT,   ,   ,5000.00,6000.00,null,null,null,null,null,null,null,null,null,83.98,KGTR 251950Z 17018G23KT 10SM SCT050 SCT060 28/18 A2993,null
HKS,2011-04-25 19:53,-90.2225,32.3348,104.00,86.00,61.00,43.07,180.00,16.00,null,29.78,1007.60,10.00,26.00,FEW,   ,   ,   ,6000.00,null,null,null,null,null,null,null,29.00,160.00,2011-04-25 19:38,86.11,KHKS 251953Z 18016G26KT 10SM FEW060 30/16 A2978 RMK AO2 PK WND 16029/1938 SLP076 T03000161,null
HBG,2011-04-25 19:53,-89.2529,31.2649,46.00,87.00,65.00,47.83,160.00,15.00,null,29.86,1010.90,10.00,21.00,FEW,   ,   ,   ,4500.00,null,null,null,null,null,null,null,null,null,null,88.86,KHBG 251953Z AUTO 16015G21KT 10SM FEW045 31/18 A2986 RMK AO2 SLP109 T03060183 TSNO,null
HSA,2011-04-25 19:53,-89.4546,30.3678,7.00,80.60,73.40,78.76,150.00,15.00,null,29.89,null,7.00,22.00,SCT,BKN,   ,   ,2600.00,5000.00,null,null,null,null,null,null,null,null,null,85.32,KHSA 251953Z 15015G22KT 7SM SCT026 BKN050 27/23 A2989,null
TUP,2011-04-25 19:53,-88.7711,34.2608,110.00,81.00,64.00,56.45,190.00,11.00,null,29.80,1008.60,10.00,20.00,SCT,BKN,   ,   ,4300.00,5500.00,null,null,null,null,null,null,26.00,210.00,2011-04-25 19:26,82.52,KTUP 251953Z AUTO 19011G20KT 10SM SCT043 BKN055 27/18 A2980 RMK AO2 PK WND 21026/1926 SLP086 T02720178,null
GPT,2011-04-25 19:53,-89.0701,30.4073,9.00,81.00,72.00,74.15,160.00,11.00,null,29.91,1012.70,10.00,17.00,FEW,   ,   ,   ,1600.00,null,null,null,null,null,null,null,null,null,null,85.27,KGPT 251953Z 16011G17KT 10SM FEW016 27/22 A2991 RMK AO2 SLP127 T02720222,null
GWO,2011-04-25 19:53,-90.0847,33.4943,47.00,83.00,64.00,52.93,180.00,21.00,null,29.76,1007.60,10.00,27.00,BKN,   ,   ,   ,4900.00,null,null,null,null,null,null,null,29.00,180.00,2011-04-25 19:43,84.37,KGWO 251953Z AUTO 18021G27KT 10SM BKN049 28/18 A2976 RMK AO2 PK WND 18029/1943 SLP076 T02830178,null
MCB,2011-04-25 19:53,-90.4700,31.1800,126.00,87.00,59.00,38.78,170.00,18.00,null,29.82,1009.10,10.00,25.00,FEW,   ,   ,   ,5500.00,null,null,null,null,null,null,null,30.00,190.00,2011-04-25 19:31,87.08,KMCB 251953Z AUTO 17018G25KT 10SM FEW055 31/15 A2982 RMK AO2 PK WND 19030/1931 SLP091 T03060150,null
GLH,2011-04-25 19:53,-90.9856,33.4829,40.00,82.00,64.00,54.50,190.00,23.00,null,29.71,1006.50,10.00,33.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,34.00,180.00,2011-04-25 19:28,83.52,KGLH 251953Z 19023G33KT 10SM CLR 28/18 A2971 RMK AO2 PK WND 18034/1928 SLP065 T02780178,null
PQL,2011-04-25 19:53,-88.5319,30.4636,5.00,80.00,70.00,71.39,160.00,12.00,null,29.93,1013.60,10.00,null,BKN,BKN,OVC,   ,2300.00,2700.00,3400.00,null,null,null,null,null,null,null,null,83.22,KPQL 251953Z AUTO 16012KT 10SM BKN023 BKN027 OVC034 27/21 A2993 RMK AO2 SLP136 T02670211,null
JAN,2011-04-25 19:54,-90.0800,32.3200,101.00,84.00,61.00,45.90,170.00,13.00,null,29.79,1008.20,10.00,23.00,BKN,   ,   ,   ,6000.00,null,null,null,null,null,null,null,26.00,150.00,2011-04-25 19:13,84.33,KJAN 251954Z 17013G23KT 10SM BKN060TCU 29/16 A2979 RMK AO2 PK WND 15026/1913 SLP082 TCU ALQDS T02890161,null
BIX,2011-04-25 19:55,-88.9244,30.4104,10.00,83.00,73.22,72.55,180.00,10.00,null,29.92,1013.30,10.00,16.00,FEW,SCT,BKN,   ,1400.00,2300.00,15000.00,null,null,null,null,null,null,null,null,88.96,KBIX 251955Z 18010G16KT 10SM FEW014 SCT023 BKN150 28/23 A2992 RMK AO2A FEW V SCT SLP133 T02830229,null
CKM,2011-04-25 19:55,-90.5123,34.2997,52.70,82.40,64.40,54.55,170.00,22.00,null,29.72,null,10.00,29.00,BKN,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,83.98,KCKM 251955Z AUTO 17022G29KT 10SM BKN050 28/18 A2972 RMK AO1,null
DLP,2011-04-25 19:55,-89.5472,29.1214,0.00,82.40,73.40,74.28,150.00,11.00,null,29.90,null,9.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 251955Z AUTO 15011KT 9SM CLR 28/23 A2990 RMK A01,null
1R7,2011-04-25 19:55,-90.4093,31.6058,149.00,84.20,62.60,48.32,170.00,17.00,null,29.81,null,7.00,23.00,FEW,   ,   ,   ,4600.00,null,null,null,null,null,null,null,null,null,null,85.03,K1R7 251955Z AUTO 17017G23KT 7SM FEW046 29/17 A2981 RMK AO2,null
CBM,2011-04-25 19:55,-88.4438,33.6438,67.00,82.22,63.00,52.17,190.00,14.00,null,29.82,1009.80,10.00,22.00,FEW,   ,   ,   ,18000.00,null,null,null,null,null,null,null,null,null,null,83.35,KCBM 251955Z AUTO 19014G22KT 10SM FEW180 28/17 A2982 RMK AO2 SLP098 T02790172 $,null
UOX,2011-04-25 19:55,-89.5368,34.3843,137.80,80.60,62.60,54.30,170.00,5.00,null,29.79,null,10.00,15.00,FEW,SCT,SCT,   ,4100.00,4800.00,8000.00,null,null,null,null,null,null,null,null,81.84,KUOX 251955Z AUTO 17005G15KT 010V020 10SM FEW041 SCT048 SCT080 27/17 A2979 RMK AO2,null
MYT,2011-04-25 19:55,-89.6150,28.2206,0.00,78.80,71.60,78.62,170.00,11.00,null,29.88,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,81.70,KMYT 251955Z AUTO 17011KT 2SM HZ CLR 26/22 A2988 RMK A01,null
M16,2011-04-25 19:55,-90.4105,32.3045,75.30,84.20,60.80,45.34,170.00,17.00,null,29.77,null,9.00,29.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,84.43,KM16 251955Z AUTO 17017G29KT 9SM CLR 29/16 A2977 RMK AO2,null
MIS,2011-04-25 19:55,-88.8420,29.2960,32.00,82.40,73.40,74.28,220.00,10.00,null,29.93,null,3.00,null,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,88.26,KMIS 251955Z AUTO 22010KT 3SM HZ 28/23 A2993 RMK A01,null
CRX,2011-04-25 19:55,-88.6035,34.9150,129.00,77.00,62.60,61.13,160.00,15.00,null,29.80,null,10.00,20.00,SCT,BKN,   ,   ,3900.00,4700.00,null,null,null,null,null,null,null,null,null,77.00,KCRX 251955Z AUTO 16015G20KT 10SM SCT039 BKN047 25/17 A2980 RMK AO2,null
HEZ,2011-04-25 19:55,-91.2973,31.6137,83.00,84.20,62.60,48.32,160.00,22.00,null,29.76,null,10.00,30.00,SCT,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,85.03,KHEZ 251955Z AUTO 16022G30KT 10SM SCT065 29/17 A2976 RMK AO1,null
PIB,2011-04-25 19:55,-89.3371,31.4671,91.00,84.20,64.40,51.47,140.00,17.00,null,29.86,null,10.00,23.00,FEW,FEW,   ,   ,4800.00,6000.00,null,null,null,null,null,null,null,null,null,85.71,KPIB 251955Z AUTO 14017G23KT 10SM FEW048 FEW060 29/18 A2986 RMK AO1,null
UTA,2011-04-25 19:55,-90.3467,34.6811,59.00,78.80,68.00,69.52,160.00,13.00,null,29.72,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,81.10,KUTA 251955Z AUTO 16013KT 10SM CLR 26/20 A2972 RMK AO2,null
NMM,2011-04-25 19:56,-88.5556,32.5521,97.00,84.00,61.00,45.90,170.00,11.00,null,29.84,1011.10,10.00,21.00,FEW,BKN,   ,   ,4500.00,25000.00,null,null,null,null,null,null,null,null,null,84.33,KNMM 251956Z 17011G21KT 140V220 10SM FEW045 BKN250 29/16 A2984 RMK AO2 SLP111 T02890161,null
MEI,2011-04-25 19:58,-88.7511,32.3347,94.00,83.00,63.00,50.97,180.00,15.00,null,29.84,1010.10,10.00,20.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,84.00,KMEI 251958Z 18015G20KT 10SM R01/2400V5500FT CLR 28/17 A2984 RMK AO2 SLP101 T02830172,null
CRX,2011-04-25 20:15,-88.6035,34.9150,129.00,77.00,64.40,65.12,170.00,13.00,null,29.79,null,10.00,17.00,SCT,   ,   ,   ,4100.00,null,null,null,null,null,null,null,null,null,null,77.00,KCRX 252015Z AUTO 17013G17KT 10SM SCT041 25/18 A2979 RMK AO2,null
MYT,2011-04-25 20:15,-89.6150,28.2206,0.00,78.80,73.40,83.55,170.00,11.00,null,29.88,null,1.75,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,82.03,KMYT 252015Z AUTO 17011KT 1 3/4SM HZ CLR 26/23 A2988 RMK A01,null
